epoch,learning_rate,seconds,train_loss,train_objectness_loss,train_class_loss,train_bbox_loss,train_giou_loss,val_loss,val_objectness_loss,val_class_loss,val_bbox_loss,val_giou_loss,val_precision,val_recall,val_mean_iou,val_classification_accuracy,val_exact_match,val_binary_group_match,val_correct_digits_per_sample,val_map50,val_map50_95
1,0.001,167.93970245798118,4.101228456802368,0.5298522142410278,2.2235891888809203,0.12773283883571626,0.3545614319229126,3.492651546859741,0.48276448187828064,1.9203922319412232,0.10012750010490418,0.2944286487102509,0.4662268300345586,0.06360090858440835,0.7409757767056734,0.50893470790378,0.0,0.06447797619047639,0.4452,0.04122320987225976,0.01801526654197346
